"ZIP","County","Pop","ED","HHIncome","Tmax","Ozone"
94401,6081,35100,357,141917,25.2,29.1
94402,6081,26237,239,153235,21,34.3
94403,6081,42965,414,155333,21.6,33.3
94404,6081,35530,307,169554,25.6,33.1
94501,6001,62826,867,118802,25.5,31.2
94502,6001,14117,190,165795,26.1,27.1
94503,6095,21177,539,93750,24.7,37.9
94506,6013,24559,386,132266,22.4,38.3
94508,6055,3563,71,121339,24.7,39.2
94509,6013,65308,1386,80825,23.4,42.2
94510,6095,28015,726,89712,24.4,35.1
94513,6013,62856,1352,107273,25.5,45.8
94515,6097,7045,77,135799,24,39.4
94517,6013,12969,178,152125,24.6,42
94518,6013,27760,465,94625,23.4,38
94520,6013,39614,770,58125,24.5,35.3
94521,6013,42404,755,71703,23.7,37.9
94523,6013,35676,533,129034,23.2,34.5
94525,6013,3745,80,36950,24.5,37.2
94526,6013,32688,348,229659,23.3,40.8
94530,6013,24613,396,90938,26.9,31.2
94531,6013,43919,1123,91938,22.4,43.3
94533,6095,72301,1770,86016,25,37.2
94534,6095,38229,891,106424,25,39.3
94536,6001,72976,1062,107262,23,36.9
94538,6001,63911,763,145859,25.9,36.1
94539,6001,52960,647,146726,22.9,41.6
94541,6001,65132,1066,86591,23.3,31.1
94542,6001,13973,165,150167,25.3,34.9
94544,6001,77121,1084,109583,21.2,30.8
94545,6001,31657,478,88917,22.7,31
94546,6001,45536,630,119095,19.9,32.5
94547,6013,25014,377,84250,24.9,32.3
94550,6099,50138,950,106250,22.5,51.2
94551,6001,38986,843,100625,24.4,43.3
94553,6013,49164,756,105714,26.5,35.3
94555,6001,36037,423,166528,25.7,34.5
94558,6095,68453,1532,124261,24.3,39.9
94559,6055,27869,569,114896,24.4,40.4
94560,6001,44245,571,139491,27.3,34.2
94563,6013,18601,273,96800,25.1,36.1
94564,6013,19256,292,79145,24,37.5
94565,6013,91610,1636,76484,25.2,39.3
94566,6001,45046,623,128625,24.9,41.1
94568,6001,58399,698,145000,23.1,37.6
94571,6067,8670,119,73259,27,41.5
94572,6013,8322,124,113393,25,33.8
94574,6097,9382,113,114519,24.5,41.5
94577,6001,48666,740,76719,25.7,26.8
94578,6001,40150,546,107813,23.2,29.9
94579,6001,20237,313,89583,26.5,29.1
94580,6001,28970,456,71901,21.6,29.3
94582,6013,43246,580,136000,24.2,44.6
94583,6013,36374,538,100417,21.9,36.4
94585,6095,29022,574,145588,26.1,38.9
94587,6001,72446,925,129583,24.9,34.2
94589,6095,30534,761,100185,24.9,37.1
94590,6095,35917,1040,66786,24.9,34.4
94591,6055,54334,1404,73487,24.7,37.8
94595,6013,17137,253,101000,21.7,35
94596,6013,20056,298,110694,21.6,39.1
94597,6013,22906,266,161912,22.2,36.1
94598,6013,26723,370,152647,21.7,37.4
94599,6055,3198,78,71635,24,39.4
94601,6001,53261,700,130107,25.4,34.6
94602,6001,29770,477,83819,25.4,30.2
94603,6001,33241,610,64013,27.5,29.8
94605,6001,42375,550,133158,27.3,33.9
94606,6001,37076,553,102167,27,27.8
94607,6001,26646,347,142500,26.3,29
94608,6001,31000,448,107679,26.3,28
94610,6001,30862,458,116866,26.6,28.1
94611,6001,37826,520,128393,24.8,31
94612,6001,17279,263,110972,25.5,29
94618,6001,15545,186,159375,25.8,28.5
94619,6001,24080,393,110625,27.2,29.9
94621,6001,32915,614,63750,27.9,32.8
94703,6001,19805,293,110804,24.4,31.5
94704,6001,29129,763,26194,25.8,32.9
94705,6001,13152,185,104896,26.8,25.8
94706,6013,19921,319,97000,24.7,32.3
94707,6001,12862,181,112841,24.8,32.7
94708,6001,11725,129,189844,24.6,33.1
94709,6001,11796,195,67885,26.4,29.5
94710,6001,8059,108,107813,25.8,33.1
94801,6013,31652,595,58846,25.5,36.5
94803,6013,25388,429,91310,24.4,34.4
94804,6013,40758,649,88500,27.3,32.7
94805,6013,14957,207,118646,23.7,31.7
94806,6013,60855,1125,57446,25.2,38.4
94901,6041,42455,328,113606,26.5,30.1
94903,6041,29409,209,123188,26.7,34
94904,6041,12205,111,104844,26.2,33.4
94928,6097,45020,651,68142,24,32.7
94930,6041,8983,83,78618,25.6,33.8
94931,6097,8900,131,76438,26.2,34.6
94941,6041,31201,234,121339,25.3,35.2
94947,6041,25065,171,126875,23.1,34.8
94949,6041,17814,153,110549,22.9,35.3
94952,6041,33837,267,103699,23.9,33.7
94954,6097,38701,456,110682,24.4,36
94960,6041,15809,134,87000,26,30.7
94965,6041,11268,92,129167,25.8,36.4
95003,6087,24701,170,105956,28.5,37.9
95005,6087,7201,54,114500,26.1,37.8
95006,6087,9740,85,61563,19.1,38.1
95008,6085,48014,320,120185,27.6,38.9
95010,6087,9450,98,51063,27.3,33.9
95014,6085,65051,457,102340,29.1,36
95018,6087,8424,80,109327,29,36.3
95020,6087,63437,495,104545,23.8,40.9
95023,6085,52732,705,64247,23.9,44.9
95030,6085,13191,58,238451,23,39.1
95032,6085,26503,207,105500,25.5,40.5
95035,6001,73827,1136,149722,22.3,45.2
95037,6085,51781,517,133571,23,40.2
95046,6085,6374,85,92404,23.4,40.3
95050,6085,40581,302,72092,22.3,40.3
95051,6085,58952,380,140000,25,36.8
95054,6085,24702,131,191112,22.8,39.3
95060,6087,48989,454,61318,22.1,37.5
95062,6087,36861,260,86763,24.2,33.6
95064,6087,8479,50,131111,24.5,38.7
95065,6087,8307,40,120688,24.3,34.8
95066,6087,15555,86,108370,23.3,36.2
95076,6053,85451,1082,78250,27.4,42.4
95110,6085,21658,123,152188,22.4,36.1
95111,6085,59964,516,71136,25.8,39.9
95112,6085,59914,523,72064,22.3,40.4
95116,6085,56086,384,84167,22.8,41
95117,6085,31210,244,96731,29,37.8
95119,6085,10730,83,151477,22.5,45.5
95120,6085,40076,315,111818,26,45.2
95122,6085,60871,400,98393,22.5,37.6
95123,6085,65428,507,126372,27,40.5
95125,6085,54474,384,110943,27.3,41.1
95126,6085,33603,237,107253,22.5,40.9
95127,6085,62506,434,96944,24,38.3
95128,6085,37814,287,82841,22.7,37.8
95129,6085,40345,220,179091,27.6,37.9
95130,6085,14574,89,128750,22.9,37.9
95131,6085,31520,192,142539,22.7,36.7
95133,6085,29038,148,203625,22.4,37.1
95134,6085,20186,99,170742,22.5,37.6
95135,6085,21706,226,130859,23.3,42.2
95136,6085,45690,347,83650,22.7,41.5
95148,6085,47925,367,138375,23.6,44.5
95203,6077,16649,617,42134,24.2,46.6
95205,6077,40103,2130,26780,23.6,45.6
95206,6077,66764,2449,38375,25.3,53.8
95207,6077,49114,2103,43056,24.5,47.2
95209,6077,42742,1208,90556,25.2,48.6
95210,6077,40063,1666,49375,24.9,47.8
95215,6077,24262,1205,26989,25.3,44.7
95220,6077,8462,174,122697,25.4,41.5
95228,6009,4055,128,45542,30.6,52.2
95240,6077,48345,1379,72200,25.4,45.7
95242,6077,27078,778,55000,23.5,43.2
95258,6077,3374,106,59323,25.3,42.9
95311,6109,2342,135,69100,30,50.2
95320,6077,13115,621,46862,25.2,48.7
95321,6109,4140,224,76917,30.4,52.7
95322,6099,9646,294,38182,23.2,45.4
95324,6047,7557,418,83773,22.5,52.3
95326,6099,10752,457,110364,24.6,56.6
95327,6109,9499,415,95338,18.9,50.4
95336,6077,46016,1395,105282,25.4,50.2
95337,6077,36092,1160,74778,24,49.5
95348,6047,31950,4231,38850,29.5,53.1
95350,6099,52226,2761,56838,25.4,48.4
95351,6099,47396,2731,27188,25,48.8
95354,6099,25542,1431,49300,25.4,51.8
95355,6099,59494,3313,49583,25.4,56.2
95358,6099,32106,1277,51250,25.5,53.9
95361,6077,33027,2413,28668,30,46.5
95363,6099,25779,988,63589,23.8,52.4
95367,6099,23832,927,53929,25.5,49.8
95368,6099,14324,545,59702,25.4,50.5
95370,6109,26488,1653,60515,27.6,50.6
95376,6077,52298,1654,96250,24.3,46.1
95377,6077,31968,694,220925,24,50.1
95380,6099,42031,2120,49861,21.1,47.4
95382,6099,37716,2992,24286,22.4,55.2
95383,6109,4694,253,116154,28.3,60.2
95386,6099,9866,465,54073,30.8,53.9
95388,6047,13702,1439,43681,29.8,56.3
95391,6001,14235,329,150893,24.1,47.8
95401,6097,37282,534,75605,24.5,37.9
95403,6097,47557,604,93833,24.8,35.4
95404,6097,43723,558,85750,24.5,37
95405,6097,21324,270,84250,24.3,37.5
95407,6097,39333,532,61417,24,34
95409,6097,29085,366,91194,24.6,35.6
95422,6033,19255,821,42723,29.4,42.3
95425,6097,11113,168,64500,26,36
95437,6045,15030,281,56833,26.7,34.2
95441,6097,2170,39,36250,23.8,38.6
95445,6097,2583,38,76131,26.6,37.1
95446,6097,5653,82,64231,25.9,35.7
95448,6097,17671,212,106042,26.1,35.2
95460,6045,2353,35,63963,28.1,35.2
95464,6033,2494,116,61313,26.4,48.9
95467,6033,4692,118,81852,25.6,37.6
95470,6045,6088,101,63558,23.3,37.6
95476,6097,37008,421,93125,24.3,32.5
95482,6045,32080,519,77212,23.5,37.3
95490,6045,13603,257,55721,27.8,38.3
95492,6097,29060,390,82174,24.8,35.2
95501,6023,24900,591,52639,27.8,34.2
95503,6023,24151,534,55329,23.9,32.6
95519,6023,18285,472,47452,28.8,33.6
95521,6023,21301,635,35000,29,31
95540,6023,14241,401,34000,27,27.9
95546,6023,3561,90,43462,29.1,39.4
95562,6023,3512,68,100625,26.4,33.3
95570,6023,2925,62,65583,29,31.9
95602,6057,18075,899,92788,29.9,51.7
95603,6061,28250,959,73152,25.1,53.2
95605,6113,14886,244,51356,18.2,44.3
95608,6067,60072,2133,63583,29.1,47.4
95610,6067,44952,2328,64961,28.7,49.4
95616,6113,48117,1165,27976,23.1,44.6
95618,6113,28063,506,39688,25.1,40.7
95620,6095,21569,753,91979,25.3,44
95621,6067,42370,1840,68636,27.9,49.2
95624,6067,64624,1404,92955,24.9,49.3
95628,6067,41563,1822,72000,27.3,50.2
95630,6067,77154,2390,135363,29.7,50.8
95632,6077,30721,762,77644,25.4,43.1
95633,6017,2972,75,76192,30.2,55.4
95640,6005,11481,746,123173,29.8,48
95648,6061,52350,1227,92188,28.7,48.6
95650,6061,13433,335,110188,30.3,48.8
95660,6067,33174,1195,63750,30,51
95661,6061,31161,1118,89280,30.1,51.5
95662,6067,32381,1396,96854,29.7,50.9
95667,6017,37902,1157,56978,27.7,53.3
95669,6005,2314,205,69444,29.9,49.5
95670,6067,54986,2186,67482,23.4,50.4
95672,6017,4651,79,130320,29.1,49.3
95673,6067,15643,761,28727,29.8,50.6
95677,6061,23917,767,96012,29.9,49.6
95678,6061,43107,1283,96250,30.5,49.8
95682,6017,29704,476,96795,29.9,51.3
95683,6067,6300,175,121333,29.8,41.7
95685,6005,5006,502,66650,30.2,46.1
95687,6095,66537,2378,72129,24.2,42.7
95688,6095,36043,1230,80893,24.7,44.5
95691,6113,37458,465,90655,19.9,41.8
95694,6095,9657,351,79236,20.4,42.5
95695,6113,38733,543,76019,19.8,42
95709,6017,4679,148,71250,29.7,53
95713,6061,10307,473,65000,29.1,54.3
95726,6017,9049,278,76477,29.8,49.8
95742,6067,10699,220,185221,27.5,47.4
95746,6061,22081,733,86298,29.8,47.7
95757,6067,45656,886,88796,29.8,42.9
95758,6067,61966,1308,91250,29.9,47.1
95762,6017,41957,647,104722,27.8,45.5
95765,6061,37032,1306,68295,29.4,48.8
95776,6113,23645,326,75341,24.1,46.7
95811,6067,7999,151,77250,20,44.6
95815,6067,25128,753,43423,29.9,46.4
95816,6067,15454,297,94583,23.5,45.6
95817,6067,14200,377,57813,29.4,45.8
95818,6067,21165,398,104798,19.9,44.2
95819,6067,18497,378,113944,28.5,40.8
95820,6067,36596,822,78582,29.5,46.4
95821,6067,33773,1130,80000,30,52.6
95822,6067,44135,1019,60300,22.9,45.3
95823,6067,77481,2373,39883,29.7,42.6
95824,6067,31284,1009,35870,28.1,40.2
95825,6067,31148,931,58299,29.4,50.9
95826,6067,36423,1067,56510,29.9,42.2
95827,6067,20540,615,54755,28.7,48.3
95828,6067,60239,1602,52917,29.7,43.8
95831,6067,42026,798,86644,17.9,45.8
95833,6067,39424,1025,65541,20,45
95834,6067,27370,656,71689,22.1,41.7
95835,6067,37432,891,76932,23.2,47.6
95838,6067,39331,1257,58221,30,48
95841,6067,20919,813,55670,30.4,48.4
95842,6067,32220,1112,63431,29.7,49.1
95843,6067,46682,1998,73929,29.4,54.7
95864,6067,23580,719,81000,29.9,50.2
95917,6007,3315,69,36000,23.8,46.5
95926,6007,39215,1136,30132,29.5,48.9
95928,6007,37404,1018,40717,30.3,44.9
95932,6011,8173,96,68750,23,41
95945,6057,24900,1646,71552,29.9,52.8
95946,6057,9504,439,92917,28.7,51.7
95947,6063,2215,54,82888,29.6,49
95948,6101,11185,162,29167,27.7,46.7
95954,6007,12601,387,57828,19.5,51.8
95959,6057,18859,1261,56172,29.7,52.4
95961,6115,27194,514,62991,28.7,42.9
95963,6103,16453,371,37500,27.9,44.7
95965,6007,20791,697,30795,27.3,46.3
95966,6115,31284,1086,42849,24.6,44.4
95969,6007,28375,736,68854,25.6,49.6
95971,6063,6479,160,63984,29.6,50.2
95973,6007,33715,794,69773,22.1,49.3
95993,6101,36352,318,89219,29.8,43.3
96001,6089,34738,1428,41029,28,48.2
96002,6089,33598,1339,62708,27.3,46
96003,6089,45318,1781,45813,27.6,46.9
96007,6103,23832,555,54803,28.5,44.8
96022,6103,16151,320,65850,28.7,48.4
96025,6093,2336,58,45833,30,48.1
96027,6093,2278,43,66094,27.7,45.3
96052,6105,2016,38,24911,28.1,48.4
96055,6103,4033,65,68164,26.6,42.7
96064,6093,4810,109,41071,29.7,45.1
96067,6093,7279,230,28661,29,47.7
96080,6103,29741,817,24000,28,48.7
96088,6089,4810,179,88906,28.1,46.5
96094,6093,6868,126,60833,29.9,46.9
96097,6093,10383,217,56066,29,46.2
96101,6049,5606,118,42222,30.2,48.1
96113,6035,2444,65,38819,27.7,45.2
96122,6063,4106,101,80536,22.7,54.4
96137,6063,3096,71,41480,28.1,54.1
96140,6061,2321,85,61136,30.4,52.3
96145,6061,2833,66,183295,21.7,51.7
96150,6017,32975,911,52434,29.1,51.4
96161,6061,19129,731,67841,28.6,48.7
91901,6073,18199,711,80500,26.8,58
92376,6071,79979,8506,36795,30.8,63.4
93620,6019,10181,468,22396,29.9,49.6
NA,6067,54986,2186,67482,23.4,50.4
